TF_ID	Gene_ID	Family
Cotton_A_36552_BGI-A2_v1.0	Cotton_A_36552	bHLH
Cotton_A_36618_BGI-A2_v1.0	Cotton_A_36618	NF-YA
Cotton_A_36663_BGI-A2_v1.0	Cotton_A_36663	bZIP
Cotton_A_36688_BGI-A2_v1.0	Cotton_A_36688	WRKY
Cotton_A_36695_BGI-A2_v1.0	Cotton_A_36695	NAC
Cotton_A_36752_BGI-A2_v1.0	Cotton_A_36752	NAC
Cotton_A_36794_BGI-A2_v1.0	Cotton_A_36794	bHLH
Cotton_A_36849_BGI-A2_v1.0	Cotton_A_36849	bHLH
Cotton_A_36873_BGI-A2_v1.0	Cotton_A_36873	GATA
Cotton_A_36884_BGI-A2_v1.0	Cotton_A_36884	LBD
Cotton_A_37008_BGI-A2_v1.0	Cotton_A_37008	bZIP
Cotton_A_37073_BGI-A2_v1.0	Cotton_A_37073	WRKY
Cotton_A_37093_BGI-A2_v1.0	Cotton_A_37093	HSF
Cotton_A_37122_BGI-A2_v1.0	Cotton_A_37122	TCP
Cotton_A_37150_BGI-A2_v1.0	Cotton_A_37150	ZF-HD
Cotton_A_37158_BGI-A2_v1.0	Cotton_A_37158	bZIP
Cotton_A_37159_BGI-A2_v1.0	Cotton_A_37159	bZIP
Cotton_A_37193_BGI-A2_v1.0	Cotton_A_37193	bHLH
Cotton_A_37278_BGI-A2_v1.0	Cotton_A_37278	bHLH
Cotton_A_37411_BGI-A2_v1.0	Cotton_A_37411	bZIP
Cotton_A_37465_BGI-A2_v1.0	Cotton_A_37465	bHLH
Cotton_A_37514_BGI-A2_v1.0	Cotton_A_37514	bHLH
Cotton_A_37559_BGI-A2_v1.0	Cotton_A_37559	FAR1
Cotton_A_37582_BGI-A2_v1.0	Cotton_A_37582	bHLH
Cotton_A_37610_BGI-A2_v1.0	Cotton_A_37610	NAC
Cotton_A_37622_BGI-A2_v1.0	Cotton_A_37622	HSF
Cotton_A_37650_BGI-A2_v1.0	Cotton_A_37650	TCP
Cotton_A_37659_BGI-A2_v1.0	Cotton_A_37659	NAC
Cotton_A_37826_BGI-A2_v1.0	Cotton_A_37826	Dof
Cotton_A_37863_BGI-A2_v1.0	Cotton_A_37863	E2F/DP
Cotton_A_37864_BGI-A2_v1.0	Cotton_A_37864	Trihelix
Cotton_A_37899_BGI-A2_v1.0	Cotton_A_37899	HSF
Cotton_A_38193_BGI-A2_v1.0	Cotton_A_38193	SBP
Cotton_A_38223_BGI-A2_v1.0	Cotton_A_38223	SBP
Cotton_A_38266_BGI-A2_v1.0	Cotton_A_38266	NAC
Cotton_A_38394_BGI-A2_v1.0	Cotton_A_38394	ZF-HD
Cotton_A_38432_BGI-A2_v1.0	Cotton_A_38432	GRAS
Cotton_A_38441_BGI-A2_v1.0	Cotton_A_38441	LBD
Cotton_A_38462_BGI-A2_v1.0	Cotton_A_38462	BBR-BPC
Cotton_A_38499_BGI-A2_v1.0	Cotton_A_38499	SRS
Cotton_A_38604_BGI-A2_v1.0	Cotton_A_38604	YABBY
Cotton_A_38617_BGI-A2_v1.0	Cotton_A_38617	bHLH
Cotton_A_38636_BGI-A2_v1.0	Cotton_A_38636	bHLH
Cotton_A_38643_BGI-A2_v1.0	Cotton_A_38643	GATA
Cotton_A_38692_BGI-A2_v1.0	Cotton_A_38692	Dof
Cotton_A_38701_BGI-A2_v1.0	Cotton_A_38701	HSF
Cotton_A_38746_BGI-A2_v1.0	Cotton_A_38746	E2F/DP
Cotton_A_38770_BGI-A2_v1.0	Cotton_A_38770	NAC
Cotton_A_38800_BGI-A2_v1.0	Cotton_A_38800	FAR1
Cotton_A_38801_BGI-A2_v1.0	Cotton_A_38801	LBD
Cotton_A_38874_BGI-A2_v1.0	Cotton_A_38874	bHLH
Cotton_A_38917_BGI-A2_v1.0	Cotton_A_38917	LBD
Cotton_A_39037_BGI-A2_v1.0	Cotton_A_39037	EIL
Cotton_A_39109_BGI-A2_v1.0	Cotton_A_39109	E2F/DP
Cotton_A_39272_BGI-A2_v1.0	Cotton_A_39272	TCP
Cotton_A_39298_BGI-A2_v1.0	Cotton_A_39298	NAC
Cotton_A_39305_BGI-A2_v1.0	Cotton_A_39305	ZF-HD
Cotton_A_39383_BGI-A2_v1.0	Cotton_A_39383	bHLH
Cotton_A_39442_BGI-A2_v1.0	Cotton_A_39442	CPP
Cotton_A_39529_BGI-A2_v1.0	Cotton_A_39529	bHLH
Cotton_A_39544_BGI-A2_v1.0	Cotton_A_39544	WRKY
Cotton_A_39554_BGI-A2_v1.0	Cotton_A_39554	SBP
Cotton_A_39797_BGI-A2_v1.0	Cotton_A_39797	bHLH
Cotton_A_39830_BGI-A2_v1.0	Cotton_A_39830	bHLH
Cotton_A_39878_BGI-A2_v1.0	Cotton_A_39878	HSF
Cotton_A_39954_BGI-A2_v1.0	Cotton_A_39954	NF-YA
Cotton_A_39966_BGI-A2_v1.0	Cotton_A_39966	NAC
Cotton_A_39979_BGI-A2_v1.0	Cotton_A_39979	WRKY
Cotton_A_39997_BGI-A2_v1.0	Cotton_A_39997	Trihelix
Cotton_A_40026_BGI-A2_v1.0	Cotton_A_40026	bHLH
Cotton_A_40087_BGI-A2_v1.0	Cotton_A_40087	bHLH
Cotton_A_40102_BGI-A2_v1.0	Cotton_A_40102	GRAS
Cotton_A_40150_BGI-A2_v1.0	Cotton_A_40150	NAC
Cotton_A_40437_BGI-A2_v1.0	Cotton_A_40437	WRKY
Cotton_A_40484_BGI-A2_v1.0	Cotton_A_40484	WRKY
Cotton_A_40501_BGI-A2_v1.0	Cotton_A_40501	WRKY
Cotton_A_40508_BGI-A2_v1.0	Cotton_A_40508	WRKY
Cotton_A_40611_BGI-A2_v1.0	Cotton_A_40611	Dof
Cotton_A_40741_BGI-A2_v1.0	Cotton_A_40741	SAP
Cotton_A_40750_BGI-A2_v1.0	Cotton_A_40750	GRAS
Cotton_A_40771_BGI-A2_v1.0	Cotton_A_40771	bHLH
Cotton_A_40823_BGI-A2_v1.0	Cotton_A_40823	TCP
Cotton_A_40901_BGI-A2_v1.0	Cotton_A_40901	Dof
Cotton_A_40947_BGI-A2_v1.0	Cotton_A_40947	NAC
Cotton_A_41030_BGI-A2_v1.0	Cotton_A_41030	bHLH
Cotton_A_41094_BGI-A2_v1.0	Cotton_A_41094	bZIP
Cotton_A_41225_BGI-A2_v1.0	Cotton_A_41225	GeBP
Cotton_A_01955_BGI-A2_v1.0	Cotton_A_01955	ARF
Cotton_A_02933_BGI-A2_v1.0	Cotton_A_02933	ARF
Cotton_A_03644_BGI-A2_v1.0	Cotton_A_03644	ARF
Cotton_A_03933_BGI-A2_v1.0	Cotton_A_03933	ARF
Cotton_A_04263_BGI-A2_v1.0	Cotton_A_04263	ARF
Cotton_A_05677_BGI-A2_v1.0	Cotton_A_05677	ARF
Cotton_A_06071_BGI-A2_v1.0	Cotton_A_06071	ARF
Cotton_A_06107_BGI-A2_v1.0	Cotton_A_06107	ARF
Cotton_A_07064_BGI-A2_v1.0	Cotton_A_07064	ARF
Cotton_A_08273_BGI-A2_v1.0	Cotton_A_08273	ARF
Cotton_A_10518_BGI-A2_v1.0	Cotton_A_10518	ARF
Cotton_A_11048_BGI-A2_v1.0	Cotton_A_11048	ARF
Cotton_A_11311_BGI-A2_v1.0	Cotton_A_11311	ARF
Cotton_A_14407_BGI-A2_v1.0	Cotton_A_14407	ARF
Cotton_A_16138_BGI-A2_v1.0	Cotton_A_16138	ARF
Cotton_A_16408_BGI-A2_v1.0	Cotton_A_16408	ARF
Cotton_A_16760_BGI-A2_v1.0	Cotton_A_16760	ARF
Cotton_A_18446_BGI-A2_v1.0	Cotton_A_18446	ARF
Cotton_A_18937_BGI-A2_v1.0	Cotton_A_18937	ARF
Cotton_A_22543_BGI-A2_v1.0	Cotton_A_22543	ARF
Cotton_A_23397_BGI-A2_v1.0	Cotton_A_23397	ARF
Cotton_A_24047_BGI-A2_v1.0	Cotton_A_24047	ARF
Cotton_A_25871_BGI-A2_v1.0	Cotton_A_25871	ARF
Cotton_A_26156_BGI-A2_v1.0	Cotton_A_26156	ARF
Cotton_A_27669_BGI-A2_v1.0	Cotton_A_27669	ARF
Cotton_A_27843_BGI-A2_v1.0	Cotton_A_27843	ARF
Cotton_A_31049_BGI-A2_v1.0	Cotton_A_31049	ARF
Cotton_A_35443_BGI-A2_v1.0	Cotton_A_35443	ARF
Cotton_A_36154_BGI-A2_v1.0	Cotton_A_36154	ARF
Cotton_A_40208_BGI-A2_v1.0	Cotton_A_40208	ARF
Cotton_A_00196_BGI-A2_v1.0	Cotton_A_00196	B3
Cotton_A_00210_BGI-A2_v1.0	Cotton_A_00210	B3
Cotton_A_00211_BGI-A2_v1.0	Cotton_A_00211	B3
Cotton_A_00212_BGI-A2_v1.0	Cotton_A_00212	B3
Cotton_A_00766_BGI-A2_v1.0	Cotton_A_00766	B3
Cotton_A_00770_BGI-A2_v1.0	Cotton_A_00770	B3
Cotton_A_00771_BGI-A2_v1.0	Cotton_A_00771	B3
Cotton_A_00772_BGI-A2_v1.0	Cotton_A_00772	B3
Cotton_A_00984_BGI-A2_v1.0	Cotton_A_00984	B3
Cotton_A_01668_BGI-A2_v1.0	Cotton_A_01668	B3
Cotton_A_01669_BGI-A2_v1.0	Cotton_A_01669	B3
Cotton_A_01670_BGI-A2_v1.0	Cotton_A_01670	B3
Cotton_A_01671_BGI-A2_v1.0	Cotton_A_01671	B3
Cotton_A_01672_BGI-A2_v1.0	Cotton_A_01672	B3
Cotton_A_01673_BGI-A2_v1.0	Cotton_A_01673	B3
Cotton_A_01686_BGI-A2_v1.0	Cotton_A_01686	B3
Cotton_A_02053_BGI-A2_v1.0	Cotton_A_02053	B3
Cotton_A_02276_BGI-A2_v1.0	Cotton_A_02276	B3
Cotton_A_03847_BGI-A2_v1.0	Cotton_A_03847	B3
Cotton_A_04150_BGI-A2_v1.0	Cotton_A_04150	B3
Cotton_A_04320_BGI-A2_v1.0	Cotton_A_04320	B3
Cotton_A_05760_BGI-A2_v1.0	Cotton_A_05760	B3
Cotton_A_05761_BGI-A2_v1.0	Cotton_A_05761	B3
Cotton_A_10166_BGI-A2_v1.0	Cotton_A_10166	B3
Cotton_A_10800_BGI-A2_v1.0	Cotton_A_10800	B3
Cotton_A_10802_BGI-A2_v1.0	Cotton_A_10802	B3
Cotton_A_11338_BGI-A2_v1.0	Cotton_A_11338	B3
Cotton_A_11674_BGI-A2_v1.0	Cotton_A_11674	B3
Cotton_A_14094_BGI-A2_v1.0	Cotton_A_14094	B3
Cotton_A_14147_BGI-A2_v1.0	Cotton_A_14147	B3
Cotton_A_14477_BGI-A2_v1.0	Cotton_A_14477	B3
Cotton_A_15662_BGI-A2_v1.0	Cotton_A_15662	B3
Cotton_A_15865_BGI-A2_v1.0	Cotton_A_15865	B3
Cotton_A_17004_BGI-A2_v1.0	Cotton_A_17004	B3
Cotton_A_17359_BGI-A2_v1.0	Cotton_A_17359	B3
Cotton_A_17671_BGI-A2_v1.0	Cotton_A_17671	B3
Cotton_A_18863_BGI-A2_v1.0	Cotton_A_18863	B3
Cotton_A_19406_BGI-A2_v1.0	Cotton_A_19406	B3
Cotton_A_19407_BGI-A2_v1.0	Cotton_A_19407	B3
Cotton_A_19408_BGI-A2_v1.0	Cotton_A_19408	B3
Cotton_A_19409_BGI-A2_v1.0	Cotton_A_19409	B3
Cotton_A_19703_BGI-A2_v1.0	Cotton_A_19703	B3
Cotton_A_19707_BGI-A2_v1.0	Cotton_A_19707	B3
Cotton_A_19984_BGI-A2_v1.0	Cotton_A_19984	B3
Cotton_A_20032_BGI-A2_v1.0	Cotton_A_20032	B3
Cotton_A_20033_BGI-A2_v1.0	Cotton_A_20033	B3
Cotton_A_20138_BGI-A2_v1.0	Cotton_A_20138	B3
Cotton_A_20140_BGI-A2_v1.0	Cotton_A_20140	B3
Cotton_A_21533_BGI-A2_v1.0	Cotton_A_21533	B3
Cotton_A_21534_BGI-A2_v1.0	Cotton_A_21534	B3
Cotton_A_21627_BGI-A2_v1.0	Cotton_A_21627	B3
Cotton_A_22691_BGI-A2_v1.0	Cotton_A_22691	B3
Cotton_A_24375_BGI-A2_v1.0	Cotton_A_24375	B3
Cotton_A_25584_BGI-A2_v1.0	Cotton_A_25584	B3
Cotton_A_26027_BGI-A2_v1.0	Cotton_A_26027	B3
Cotton_A_26028_BGI-A2_v1.0	Cotton_A_26028	B3
Cotton_A_26035_BGI-A2_v1.0	Cotton_A_26035	B3
Cotton_A_26043_BGI-A2_v1.0	Cotton_A_26043	B3
Cotton_A_26046_BGI-A2_v1.0	Cotton_A_26046	B3
Cotton_A_26258_BGI-A2_v1.0	Cotton_A_26258	B3
Cotton_A_27052_BGI-A2_v1.0	Cotton_A_27052	B3
Cotton_A_27056_BGI-A2_v1.0	Cotton_A_27056	B3
Cotton_A_27057_BGI-A2_v1.0	Cotton_A_27057	B3
Cotton_A_28017_BGI-A2_v1.0	Cotton_A_28017	B3
Cotton_A_28142_BGI-A2_v1.0	Cotton_A_28142	B3
Cotton_A_28688_BGI-A2_v1.0	Cotton_A_28688	B3
Cotton_A_29580_BGI-A2_v1.0	Cotton_A_29580	B3
Cotton_A_32425_BGI-A2_v1.0	Cotton_A_32425	B3
Cotton_A_32641_BGI-A2_v1.0	Cotton_A_32641	B3
Cotton_A_32642_BGI-A2_v1.0	Cotton_A_32642	B3
Cotton_A_32643_BGI-A2_v1.0	Cotton_A_32643	B3
Cotton_A_33039_BGI-A2_v1.0	Cotton_A_33039	B3
Cotton_A_33861_BGI-A2_v1.0	Cotton_A_33861	B3
Cotton_A_33962_BGI-A2_v1.0	Cotton_A_33962	B3
Cotton_A_34094_BGI-A2_v1.0	Cotton_A_34094	B3
Cotton_A_34095_BGI-A2_v1.0	Cotton_A_34095	B3
Cotton_A_34097_BGI-A2_v1.0	Cotton_A_34097	B3
Cotton_A_34546_BGI-A2_v1.0	Cotton_A_34546	B3
Cotton_A_35970_BGI-A2_v1.0	Cotton_A_35970	B3
Cotton_A_37794_BGI-A2_v1.0	Cotton_A_37794	B3
Cotton_A_40609_BGI-A2_v1.0	Cotton_A_40609	B3
Cotton_A_00432_BGI-A2_v1.0	Cotton_A_00432	AP2
Cotton_A_01831_BGI-A2_v1.0	Cotton_A_01831	AP2
Cotton_A_02202_BGI-A2_v1.0	Cotton_A_02202	AP2
Cotton_A_05798_BGI-A2_v1.0	Cotton_A_05798	AP2
Cotton_A_06040_BGI-A2_v1.0	Cotton_A_06040	AP2
Cotton_A_06134_BGI-A2_v1.0	Cotton_A_06134	AP2
Cotton_A_06439_BGI-A2_v1.0	Cotton_A_06439	AP2
Cotton_A_07025_BGI-A2_v1.0	Cotton_A_07025	AP2
Cotton_A_16267_BGI-A2_v1.0	Cotton_A_16267	AP2
Cotton_A_17105_BGI-A2_v1.0	Cotton_A_17105	AP2
Cotton_A_17367_BGI-A2_v1.0	Cotton_A_17367	AP2
Cotton_A_19437_BGI-A2_v1.0	Cotton_A_19437	AP2
Cotton_A_23542_BGI-A2_v1.0	Cotton_A_23542	AP2
Cotton_A_23598_BGI-A2_v1.0	Cotton_A_23598	AP2
Cotton_A_24703_BGI-A2_v1.0	Cotton_A_24703	AP2
Cotton_A_25257_BGI-A2_v1.0	Cotton_A_25257	AP2
Cotton_A_26121_BGI-A2_v1.0	Cotton_A_26121	AP2
Cotton_A_26708_BGI-A2_v1.0	Cotton_A_26708	AP2
Cotton_A_28204_BGI-A2_v1.0	Cotton_A_28204	AP2
Cotton_A_29003_BGI-A2_v1.0	Cotton_A_29003	AP2
Cotton_A_30142_BGI-A2_v1.0	Cotton_A_30142	AP2
Cotton_A_31091_BGI-A2_v1.0	Cotton_A_31091	AP2
Cotton_A_31319_BGI-A2_v1.0	Cotton_A_31319	AP2
Cotton_A_32578_BGI-A2_v1.0	Cotton_A_32578	AP2
Cotton_A_39256_BGI-A2_v1.0	Cotton_A_39256	AP2
Cotton_A_40592_BGI-A2_v1.0	Cotton_A_40592	AP2
Cotton_A_41232_BGI-A2_v1.0	Cotton_A_41232	AP2
Cotton_A_37619_BGI-A2_v1.0	Cotton_A_37619	AP2
Cotton_A_07795_BGI-A2_v1.0	Cotton_A_07795	AP2
Cotton_A_23426_BGI-A2_v1.0	Cotton_A_23426	AP2
Cotton_A_06651_BGI-A2_v1.0	Cotton_A_06651	AP2
Cotton_A_00080_BGI-A2_v1.0	Cotton_A_00080	ERF
Cotton_A_00525_BGI-A2_v1.0	Cotton_A_00525	ERF
Cotton_A_00526_BGI-A2_v1.0	Cotton_A_00526	ERF
Cotton_A_00913_BGI-A2_v1.0	Cotton_A_00913	ERF
Cotton_A_01189_BGI-A2_v1.0	Cotton_A_01189	ERF
Cotton_A_01342_BGI-A2_v1.0	Cotton_A_01342	ERF
Cotton_A_01405_BGI-A2_v1.0	Cotton_A_01405	ERF
Cotton_A_01691_BGI-A2_v1.0	Cotton_A_01691	ERF
Cotton_A_01957_BGI-A2_v1.0	Cotton_A_01957	ERF
Cotton_A_01965_BGI-A2_v1.0	Cotton_A_01965	ERF
Cotton_A_01966_BGI-A2_v1.0	Cotton_A_01966	ERF
Cotton_A_03026_BGI-A2_v1.0	Cotton_A_03026	ERF
Cotton_A_03027_BGI-A2_v1.0	Cotton_A_03027	ERF
Cotton_A_03178_BGI-A2_v1.0	Cotton_A_03178	ERF
Cotton_A_03221_BGI-A2_v1.0	Cotton_A_03221	ERF
Cotton_A_03348_BGI-A2_v1.0	Cotton_A_03348	ERF
Cotton_A_03389_BGI-A2_v1.0	Cotton_A_03389	ERF
Cotton_A_03513_BGI-A2_v1.0	Cotton_A_03513	ERF
Cotton_A_03591_BGI-A2_v1.0	Cotton_A_03591	ERF
Cotton_A_03604_BGI-A2_v1.0	Cotton_A_03604	ERF
Cotton_A_03605_BGI-A2_v1.0	Cotton_A_03605	ERF
Cotton_A_03606_BGI-A2_v1.0	Cotton_A_03606	ERF
Cotton_A_03807_BGI-A2_v1.0	Cotton_A_03807	ERF
Cotton_A_03919_BGI-A2_v1.0	Cotton_A_03919	ERF
Cotton_A_03920_BGI-A2_v1.0	Cotton_A_03920	ERF
Cotton_A_03939_BGI-A2_v1.0	Cotton_A_03939	ERF
Cotton_A_04457_BGI-A2_v1.0	Cotton_A_04457	ERF
Cotton_A_04485_BGI-A2_v1.0	Cotton_A_04485	ERF
Cotton_A_04572_BGI-A2_v1.0	Cotton_A_04572	ERF
Cotton_A_04827_BGI-A2_v1.0	Cotton_A_04827	ERF
Cotton_A_04879_BGI-A2_v1.0	Cotton_A_04879	ERF
Cotton_A_04997_BGI-A2_v1.0	Cotton_A_04997	ERF
Cotton_A_05039_BGI-A2_v1.0	Cotton_A_05039	ERF
Cotton_A_05265_BGI-A2_v1.0	Cotton_A_05265	ERF
Cotton_A_05393_BGI-A2_v1.0	Cotton_A_05393	ERF
Cotton_A_05619_BGI-A2_v1.0	Cotton_A_05619	ERF
Cotton_A_05656_BGI-A2_v1.0	Cotton_A_05656	ERF
Cotton_A_05679_BGI-A2_v1.0	Cotton_A_05679	ERF
Cotton_A_06171_BGI-A2_v1.0	Cotton_A_06171	ERF
Cotton_A_06347_BGI-A2_v1.0	Cotton_A_06347	ERF
Cotton_A_06348_BGI-A2_v1.0	Cotton_A_06348	ERF
Cotton_A_06349_BGI-A2_v1.0	Cotton_A_06349	ERF
Cotton_A_06355_BGI-A2_v1.0	Cotton_A_06355	ERF
Cotton_A_06640_BGI-A2_v1.0	Cotton_A_06640	ERF
Cotton_A_06652_BGI-A2_v1.0	Cotton_A_06652	ERF
Cotton_A_06782_BGI-A2_v1.0	Cotton_A_06782	ERF
Cotton_A_07157_BGI-A2_v1.0	Cotton_A_07157	ERF
Cotton_A_07158_BGI-A2_v1.0	Cotton_A_07158	ERF
Cotton_A_07159_BGI-A2_v1.0	Cotton_A_07159	ERF
Cotton_A_07160_BGI-A2_v1.0	Cotton_A_07160	ERF
Cotton_A_07259_BGI-A2_v1.0	Cotton_A_07259	ERF
Cotton_A_07377_BGI-A2_v1.0	Cotton_A_07377	ERF
Cotton_A_07546_BGI-A2_v1.0	Cotton_A_07546	ERF
Cotton_A_07547_BGI-A2_v1.0	Cotton_A_07547	ERF
Cotton_A_07676_BGI-A2_v1.0	Cotton_A_07676	ERF
Cotton_A_07677_BGI-A2_v1.0	Cotton_A_07677	ERF
Cotton_A_07690_BGI-A2_v1.0	Cotton_A_07690	ERF
Cotton_A_07836_BGI-A2_v1.0	Cotton_A_07836	ERF
Cotton_A_07991_BGI-A2_v1.0	Cotton_A_07991	ERF
Cotton_A_08081_BGI-A2_v1.0	Cotton_A_08081	ERF
Cotton_A_08159_BGI-A2_v1.0	Cotton_A_08159	ERF
Cotton_A_08163_BGI-A2_v1.0	Cotton_A_08163	ERF
Cotton_A_08164_BGI-A2_v1.0	Cotton_A_08164	ERF
Cotton_A_08555_BGI-A2_v1.0	Cotton_A_08555	ERF
Cotton_A_08674_BGI-A2_v1.0	Cotton_A_08674	ERF
Cotton_A_09135_BGI-A2_v1.0	Cotton_A_09135	ERF
Cotton_A_09411_BGI-A2_v1.0	Cotton_A_09411	ERF
Cotton_A_09977_BGI-A2_v1.0	Cotton_A_09977	ERF
Cotton_A_10093_BGI-A2_v1.0	Cotton_A_10093	ERF
Cotton_A_10142_BGI-A2_v1.0	Cotton_A_10142	ERF
Cotton_A_10329_BGI-A2_v1.0	Cotton_A_10329	ERF
Cotton_A_10375_BGI-A2_v1.0	Cotton_A_10375	ERF
Cotton_A_10388_BGI-A2_v1.0	Cotton_A_10388	ERF
Cotton_A_10774_BGI-A2_v1.0	Cotton_A_10774	ERF
Cotton_A_11305_BGI-A2_v1.0	Cotton_A_11305	ERF
Cotton_A_11306_BGI-A2_v1.0	Cotton_A_11306	ERF
Cotton_A_11454_BGI-A2_v1.0	Cotton_A_11454	ERF
Cotton_A_11784_BGI-A2_v1.0	Cotton_A_11784	ERF
Cotton_A_11863_BGI-A2_v1.0	Cotton_A_11863	ERF
Cotton_A_11870_BGI-A2_v1.0	Cotton_A_11870	ERF
Cotton_A_11900_BGI-A2_v1.0	Cotton_A_11900	ERF
Cotton_A_11927_BGI-A2_v1.0	Cotton_A_11927	ERF
Cotton_A_12127_BGI-A2_v1.0	Cotton_A_12127	ERF
Cotton_A_12842_BGI-A2_v1.0	Cotton_A_12842	ERF
Cotton_A_12843_BGI-A2_v1.0	Cotton_A_12843	ERF
Cotton_A_13256_BGI-A2_v1.0	Cotton_A_13256	ERF
Cotton_A_13621_BGI-A2_v1.0	Cotton_A_13621	ERF
Cotton_A_13622_BGI-A2_v1.0	Cotton_A_13622	ERF
Cotton_A_13901_BGI-A2_v1.0	Cotton_A_13901	ERF
Cotton_A_14372_BGI-A2_v1.0	Cotton_A_14372	ERF
Cotton_A_14373_BGI-A2_v1.0	Cotton_A_14373	ERF
Cotton_A_14406_BGI-A2_v1.0	Cotton_A_14406	ERF
Cotton_A_14437_BGI-A2_v1.0	Cotton_A_14437	ERF
Cotton_A_14438_BGI-A2_v1.0	Cotton_A_14438	ERF
Cotton_A_14525_BGI-A2_v1.0	Cotton_A_14525	ERF
Cotton_A_14814_BGI-A2_v1.0	Cotton_A_14814	ERF
Cotton_A_14881_BGI-A2_v1.0	Cotton_A_14881	ERF
Cotton_A_14938_BGI-A2_v1.0	Cotton_A_14938	ERF
Cotton_A_15185_BGI-A2_v1.0	Cotton_A_15185	ERF
Cotton_A_16065_BGI-A2_v1.0	Cotton_A_16065	ERF
Cotton_A_16073_BGI-A2_v1.0	Cotton_A_16073	ERF
Cotton_A_16110_BGI-A2_v1.0	Cotton_A_16110	ERF
Cotton_A_16330_BGI-A2_v1.0	Cotton_A_16330	ERF
Cotton_A_16596_BGI-A2_v1.0	Cotton_A_16596	ERF
Cotton_A_16779_BGI-A2_v1.0	Cotton_A_16779	ERF
Cotton_A_17066_BGI-A2_v1.0	Cotton_A_17066	ERF
Cotton_A_17072_BGI-A2_v1.0	Cotton_A_17072	ERF
Cotton_A_17310_BGI-A2_v1.0	Cotton_A_17310	ERF
Cotton_A_17366_BGI-A2_v1.0	Cotton_A_17366	ERF
Cotton_A_17750_BGI-A2_v1.0	Cotton_A_17750	ERF
Cotton_A_17987_BGI-A2_v1.0	Cotton_A_17987	ERF
Cotton_A_18007_BGI-A2_v1.0	Cotton_A_18007	ERF
Cotton_A_18053_BGI-A2_v1.0	Cotton_A_18053	ERF
Cotton_A_18381_BGI-A2_v1.0	Cotton_A_18381	ERF
Cotton_A_18599_BGI-A2_v1.0	Cotton_A_18599	ERF
Cotton_A_18752_BGI-A2_v1.0	Cotton_A_18752	ERF
Cotton_A_18860_BGI-A2_v1.0	Cotton_A_18860	ERF
Cotton_A_18943_BGI-A2_v1.0	Cotton_A_18943	ERF
Cotton_A_18953_BGI-A2_v1.0	Cotton_A_18953	ERF
Cotton_A_19198_BGI-A2_v1.0	Cotton_A_19198	ERF
Cotton_A_19706_BGI-A2_v1.0	Cotton_A_19706	ERF
Cotton_A_19844_BGI-A2_v1.0	Cotton_A_19844	ERF
Cotton_A_19889_BGI-A2_v1.0	Cotton_A_19889	ERF
Cotton_A_19990_BGI-A2_v1.0	Cotton_A_19990	ERF
Cotton_A_20483_BGI-A2_v1.0	Cotton_A_20483	ERF
Cotton_A_20664_BGI-A2_v1.0	Cotton_A_20664	ERF
Cotton_A_21107_BGI-A2_v1.0	Cotton_A_21107	ERF
Cotton_A_21180_BGI-A2_v1.0	Cotton_A_21180	ERF
Cotton_A_21186_BGI-A2_v1.0	Cotton_A_21186	ERF
Cotton_A_21187_BGI-A2_v1.0	Cotton_A_21187	ERF
Cotton_A_21526_BGI-A2_v1.0	Cotton_A_21526	ERF
Cotton_A_21586_BGI-A2_v1.0	Cotton_A_21586	ERF
Cotton_A_22076_BGI-A2_v1.0	Cotton_A_22076	ERF
Cotton_A_22458_BGI-A2_v1.0	Cotton_A_22458	ERF
Cotton_A_22459_BGI-A2_v1.0	Cotton_A_22459	ERF
Cotton_A_22516_BGI-A2_v1.0	Cotton_A_22516	ERF
Cotton_A_23190_BGI-A2_v1.0	Cotton_A_23190	ERF
Cotton_A_23207_BGI-A2_v1.0	Cotton_A_23207	ERF
Cotton_A_23544_BGI-A2_v1.0	Cotton_A_23544	ERF
Cotton_A_23602_BGI-A2_v1.0	Cotton_A_23602	ERF
Cotton_A_23603_BGI-A2_v1.0	Cotton_A_23603	ERF
Cotton_A_23642_BGI-A2_v1.0	Cotton_A_23642	ERF
Cotton_A_23869_BGI-A2_v1.0	Cotton_A_23869	ERF
Cotton_A_23942_BGI-A2_v1.0	Cotton_A_23942	ERF
Cotton_A_24681_BGI-A2_v1.0	Cotton_A_24681	ERF
Cotton_A_24748_BGI-A2_v1.0	Cotton_A_24748	ERF
Cotton_A_24749_BGI-A2_v1.0	Cotton_A_24749	ERF
Cotton_A_24750_BGI-A2_v1.0	Cotton_A_24750	ERF
Cotton_A_24751_BGI-A2_v1.0	Cotton_A_24751	ERF
Cotton_A_24752_BGI-A2_v1.0	Cotton_A_24752	ERF
Cotton_A_24946_BGI-A2_v1.0	Cotton_A_24946	ERF
Cotton_A_25067_BGI-A2_v1.0	Cotton_A_25067	ERF
Cotton_A_25357_BGI-A2_v1.0	Cotton_A_25357	ERF
Cotton_A_25472_BGI-A2_v1.0	Cotton_A_25472	ERF
Cotton_A_25722_BGI-A2_v1.0	Cotton_A_25722	ERF
Cotton_A_25774_BGI-A2_v1.0	Cotton_A_25774	ERF
Cotton_A_26309_BGI-A2_v1.0	Cotton_A_26309	ERF
Cotton_A_26310_BGI-A2_v1.0	Cotton_A_26310	ERF
Cotton_A_26311_BGI-A2_v1.0	Cotton_A_26311	ERF
